title	author	body
壬辰（1832）春捧檄来澎随同芸皋先生观察查办抚恤蒙赐书画联扇赋诗申谢	施澹人	福星载道海壖东，千里欣乘破浪风。地报偏灾移使节，士逢元礼仰宗工。种桑有术忠宣相，放赈因时富郑公。陋习革除施化导，从兹澎岛庆年丰。文章经济达丹墀，鹭岛荆襄见措施。政为救荒筹积贮，心存爱物起疮痍。法书唐代双钩帖，佳话东山一局棋。感谢春晖垂普照，向荣小草许呈诗。
台阳腊除杂咏，十首之一	施琼芳	舌耕初放暇，已是卖联时。履韈新正计，工谋润笔资。
台阳腊除杂咏，十首之二	施琼芳	债主催今夕，逋家约过年。扣门忙丙夜，已是过年天。
台阳腊除杂咏，十首之三	施琼芳	糖黍亲朋馈，无题谢惠偿。诗心纷岁务，非为学刘郎。
台阳腊除杂咏，十首之四	施琼芳	彩胜丝笼贮，花娘唤玉人。喜他连理样，今岁是双春。
台阳腊除杂咏，十首之五	施琼芳	当空焚片楮，天马比骧腾。不假韩韦画，神通有法乘。
台阳腊除杂咏，十首之六	施琼芳	昔日凌烟阁，今朝士庶门。李唐无寸土，秦尉像长存。
台阳腊除杂咏，十首之七	施琼芳	寓象藏佳境，当门倚数株。来春生意满，此蔗竟先枯。
台阳腊除杂咏，十首之八	施琼芳	床母与床公，今宵同守岁。帷灯彻晓明，茶酒香风细。
台阳腊除杂咏，十首之九	施琼芳	儿小未谙用，分钱寄母奁。欲知年渐长，扑满旧痕添。
台阳腊除杂咏，十首之十	施琼芳	人心计算长，一食留余地。社饭想明年，谁知高后意。
宿中山曹氏村塾，二首之一	施钰	路转圆林外，山居夹磵中。画田仍旧井，问俗有遗风。水潴鸭头绿，花飞龙爪红。自安耕凿古，日课两三童。
南社书院文昌阁并考	施钰	旧是读书处，今为南社厅。文昌分瑞荫，廉访表观型。惜字开尊圣，充租惠执经。题碑传乐善，祖泽颂长龄。
五妃墓吊古并考，二首之一	施钰	问俗慎遗徽，从亡祀五妃。我王甘就义，群妾亦知几。节冠东瀛首，名同北地辉。干坤扶正气，坟庙显神威。
五妃墓吊古并考，二首之二	施钰	鬼子山长在，王姬侍不违。九原如可作，五凤恰齐飞。史笔褒巾帼，贞魂诵蕨薇。英雄争末路，死是胜生非。
竹溪寺	施钰	信有凌云千顷竹，相沿流水一湾溪。寺资觞咏游裙屐，人喜郊原绝鼓鼙。鱼跃鸢飞空色相，风光月霁净招提。乐民之乐思贤守，颂祷而今与佛齐。
渡台湾沟	施钰	不信牛皮地，如何别有沟。竹卑人待渡，鱼沪水分流。番黍马芝近，沙蜊鹿港浮。问津秋未老，荻溆碧盈眸。
虎山岩，二首之一	施钰	寻幽路绕线城边，远近村庄锦绣连。天耸名山夸伏虎，人逢宝剎拟逃禅。风篁泉籁秋无暑，梵呗钟声佛有缘。指点白沙沙外景，槟榔树树绿浮烟。
清水岩	施钰	朝行清水岩，暮宿清水寺。水清一尘无，幽人抱琴至。坐对可盟心，讵比贪泉类。战垒几沧桑，林峦何深翠。山僧自灌园，四时花木备。爨火树冲烟，惊起栖莺避。
浊水溪	施钰	在山泉水清，出山溪水浊。君子恶下流，天下皆归恶。嗟哉此溪水性殊，辱在泥涂惟所乐。藏垢纳污不须讥，幸免民间惊风鹤。
火泉纪	施钰	火焰山之麓，水石生于谷。遇旱水不枯，悬厓挂飞瀑。源头有火泉，泉达火亦然。涓涓炎炎聚，赫濯但无烟。焰或升数尺，风扇火铄石。石泐黝而坚，焦土磺气炙。投木火猝高，烟起如焚膏。奚堪调鼎鼐，只可涤氄毛。我闻温泉天下有，又知火泉世界无。夜光徧烛昼不熄，开台久已炫舆图。五行本相生，亦有互相克。水火既同居，偏成此奇特。太极分两仪，天地定位之。山泽通其气，阴阳何差池。古有甘泉赋，今见火泉窟。蕞尔一台阳，怪事书咄咄。土宇厚版章，番界搜未得。尚有玲珑号玉山，晴明可望不可即。
秀孤峦并记	施钰	卑南觅近秀孤峦，欲访桃源在此看。菊有黄华能结实，山多青子可加餐。仙舟独木初冬到，西水三年转派难。换取社番鲜鹿肉，归来说又一台湾。
西螺柑七言十六韵	施钰	自昔芳名列类函，于今佳果盛传柑。树蕃东土栽无数，种出西螺味更甘。秋后累累垂竹屋，冬来灿灿映烟岚。苞凝晓露金华丽，叶弄轻风翠影参。结实也知头有万，向阳何止寸盈三。皮黄宛似鹅儿染，色艳尤如蜡样含。小摘罗疏陈棐几，珍藏端重贮筠篮。劈开雪瓣周身洁，捧上瑶盘信手探。咀嚼耐人良可爱，朵颐供我又焉贪。津流齿颊脾先沁，甜入衷肠意正酣。绝胜樝梨形澹涩，俨然橘柚蕴清湛。非同化枳淮而北，不羡离枝岭以南。品擅药囊功匪浅，馨偕兰室善奚惭。听莺酒往林间酌，馈岁香闻市畔担。从此志书标物美，他时锡贡受恩覃。客愁消遣灯窗火，咽得琼浆润笔谈。
槟榔子	施钰	博物曾看选赋详，仁频着号即槟榔。平林干耸千竿直，近宅花迎十亩香。绿绕群呼青子熟，红残徧许白丁尝。村墟趁市皆充案，闺阁共珍半贮囊。淡可疗饥医苦口，津能分润滴枯肠。非关饱腹有茶癖，未必頳颜是醉乡。尽日交游持以赠，不时咀嚼味尤长。瀛壖自昔称多瘴，佳实功宜补药方。
书蔡香祖掌教海南杂着后，六首之一	施钰	三纪梯航作笔谈，姓名知已震安南。炎荒不假文人道，谁着天朝教化覃。
书蔡香祖掌教海南杂着后，六首之二	施钰	诸夷唱和重吾儒，显得君才记事珠。岂但临歧争供帐，更添佳药衬行厨。
书蔡香祖掌教海南杂着后，六首之三	施钰	崔巍隘岭路连天，履险命如一线悬。灌木枯藤群象宅，盘蛇跑虎乏人烟。
书蔡香祖掌教海南杂着后，六首之四	施钰	孔雀朝飞桂树森，鬼门关侧日华沈。辋舆偶憩看铜柱，太息伏波战伐深。
书蔡香祖掌教海南杂着后，六首之五	施钰	取径迂回入粤西，羊城春色目中迷。游魂幸得惊初定，任郄木绵百鸟啼。
书蔡香祖掌教海南杂着后，六首之六	施钰	祇有慈闱感念真，鹭门东望黯凄神。归来历尽风涛劫，疑是金刚不坏身。
辛丑（1841）再过除夜，五首之一	施钰	一年将尽夜如何，又向声声爆竹过。惟有离愁消不得，今年更比去年多。
辛丑（1841）再过除夜，五首之二	施钰	乍睹回缄意已知，未开先稔促归期。生身合受风霜命，家信奚须说久羁。
辛丑（1841）再过除夜，五首之三	施钰	案列黄橙佛手柑，花开绿萼水仙含。村斋度岁无长物，书味也从澹处参。
辛丑（1841）再过除夜，五首之四	施钰	子丑交时岁即除，添筹惜已近衰余。春风肯与西归便，十一更舟过故居。
辛丑（1841）再过除夜，五首之五	施钰	挂壁灯残照影迷，替人垂泪烛心低。挥毫未埽胸中块，客感分明判晓鸡。
熊介臣郡守钤印刊贴粤东义旅谕夹板番义律吗哩逊口颠地担臣文阅后偶作，二首之一	施钰	景物繁华羡广州，堪嗟乐土顿生忧。请缨莫慰终军愿，投笔孰如定远侯。莽伏萧墙根迅埽，炮称滚地战宜谋。蛟宫若起冯夷舞，不患无风发石尤。
熊介臣郡守钤印刊贴粤东义旅谕夹板番义律吗哩逊口颠地担臣文阅后偶作，二首之二	施钰	一将功成未可求，西洋断发恣来游。但能驱鬼葬鱼腹，庶免藏奸坏马头。夹板理宜攻以火，趁风势在毁其舟。天心厌乱时贤出，效法平倭赞大猷。
台海防夷歌	施钰	山防夷，海防夷，望楼筑在水之湄。红衣巨炮一齐列，木城坚制利行师。首防夷，尾防夷，南北二路羽书驰。港深无碍唯淡水，全台扼要此偏宜。朝防夷，暮防夷，丁役梭巡刻不离。去岁至今年计两，未知何日释狐疑。官防夷，民防夷，增兵转饷无已时。更觉张皇招义勇，恐有奸徒便其私。吁嗟乎，台海沙线为锁钥，表深里浅势难窥。天生此地重设险，商船往来尚可危。虽然有备称无患，未若劫盗先自治。不闻蟊贼乃内讧，曾诱外寇入藩篱。聊陈管见书数语，愿上当道良有司。
石房樵唱画册题辞	施钰	岩石嵌空，松风谡飒。时有一樵，歌与之答。泠然松音，悠然樵吟。白云生岫，鸣鹤在阴。
送春曲	施钰	望春春不来，留春春不住。林外桃花飞，片片逐红渡。
吊殉节五妃墓	施陈庆	五妃殉节报明君，旷代流芳天下闻。烈魄共吞东海月，英风齐撼西山云。啼残蜀帝声中血，拖尽湘灵水上裙。尘土何干悲粉黛，一朝忧戚与谁分。
打鼓山	施陈庆	闻道山中有白金，百年遗迹却难寻。山中寂寂金无语，惟有哀猿泣茂林。哀猿鸣狖两为伍，怪石巉岩如吼虎。破址颓垣今尚存，埋金侠女终尘土。茫茫不见埋金人，白云来往埋金坞。须臾山上有樵来，一担枯株一柄斧。告我曾知埋金事，笑指青山为钱虏。弢光敛晦已多年，有时隐现若将睹。伊昔樵夫有奇缘，采樵日暮却忘还。山中竟遇埋金女，绣阁籹楼在目前。巍峨不类人间屋，置酒张灯肆绮筵。舞剑双鬟来劝饮，奉金为寿醉瞑然。罗帏翠被三更梦，冷露阴风一夜眠。醒来只在荒林下，何处山中有人烟。挑得白金一担归，欲寻旧迹似登天。依稀如入桃源去，渔父樵夫可并传。世人多为樵夫误，欲觅白金不知路。我闻此语为谬传，问却青山不能吐。
立春	书山	阳和回驭岁更新，人物雍熙岛屿春。澥谷条风吹彩仗，青郊小雨浥纤尘。梅花竹叶闲中味，柑酒辛盘客底身。不效东坡戴幡胜，肯教辜负度良辰。
喜雨	书山	天作及时雨，民番乐有年。景风初布种，解泽已盈田。海壤珍唯谷，神庥瑞应虔。欢情看长养，南北共熙然。
劝农归路经海会寺与诸同人分赋，三首之一	书山	雨后劝农毕，还寻古剎来。钟声飘藓径，衲子出香台。莿竹排檐种，优昙满院开。分题禅榻畔，小憩水云隈。
劝农归路经海会寺与诸同人分赋，三首之二	书山	问讯词坛客，山僧逸兴同。地高晴翠合，林静妙香通。登眺消尘虑，安闲步梵宫。寸心持半偈，顿觉海天空。
写怀	书山	残腊看将尽，明春强仕年。青灯仍旧业，白发是新缘。短句敲山月，孤怀淡海天。和风吹鹿耳，准备北归船。
弥陀寺	书山	秀色园林夕照明，浮岚卷尽竹烟清。去来小蝶花间舞，断续秋蝉叶底鸣。几处平台凉影淡，数层敞榭翠涛倾。耽幽衲子应间坐，读罢愣严诗又成。
暮秋郊行	书成	循行岂是补春游，揽辔轻驰谢眺洲。岸接小桥村路曲，烟凝萧寺梵钟幽。尘怀顿向闲中涤，野况都从望里收。风日蹉跎秋过半，家家场圃筑西畴。
夏日偕唐璞亭司马杜春墅邱瑶圃广文陈瑶阶山长邱爱庐砚长游鲫鱼潭留饮潭上书室，二首之一	曾中立	东海渊渟别一湖，偕游竟日足欢娱。微风蹙浪清如许，远岫笼云淡欲无。自得锦鳞时在藻，翩然浅濑起飞凫。倚阑共咏溪山胜，写入新诗当画图。
夏日偕唐璞亭司马杜春墅邱瑶圃广文陈瑶阶山长邱爱庐砚长游鲫鱼潭留饮潭上书室，二首之二	曾中立	一鉴空明泛画船，淡妆浓抹欲争妍。绿榕深锁湖亭日，修竹轻摇野渡烟。遣兴如斯同白傅，移情何用学成连。渔歌晚唱晴霞落，仿髴三潭印月边。
定寨望洋	曾作霖	定军寨倚镇亭旁，放眼遥看碧水洋。赤剧村庄余落叶，红夷海市闹斜阳。涛奔澎岛掀天动，汕遶蓬山特地长。沙鸟风帆明灭外，烟波无际感沧桑。
虎岩听竹	曾作霖	虎山岩寺窅而深，半是香花半竹林。赤剧有君当不俗，白沙许我最知音。禅参玉版空尘虑，梦入瑶篸惬素心。老衲怜渠风韵好，常教作笛效龙吟。
珠潭浮屿	曾作霖	山中有水水中山，山自凌空水自闲。谁划玻璃分色界，倒垂金碧浸烟鬟。蓬莱可许乘风到，艋舺知为举火还。别有洞天开海外，人家鸡犬绝尘寰。
清水春光	曾作霖	策杖寻春镇日忙，盍曷来清水见春光。山开图画天然秀，花隐禅林分外香。赠客何曾逢驿使，问津应许到渔郎。此间不是藏春色，蜂蝶如何竞过墙。
鹿港飞帆	曾作霖	鹿港沿溪大小舟，潮来叶叶趁潮流。水花乱溅飞红鷁，山势随奔压白鸥。几点帆纔天际认，许多船在望中收。傍人亦具英雄气，破浪乘风往返游。
碧山曙色	曾作霖	碧山山寺半崖悬，九九峰尖刺眼前。微蒙夜气疑将雨，罨霭晨光别有天。世界恍如开混沌，俗尘真不到林泉。许多螺髻迷苍翠，杲杲犹留几点烟。
龙井观泉	曾作霖	龙目泉井浅又清，井边双石肖龙睛。醒人醉梦堪千古，沁我诗脾在一泓。饶有余波供挹注，尽无纤滓翳晶莹。看他涌出泉花喷，似把真珠十斛倾。
丰亭坐月	曾作霖	太极亭高夜气凉，更阑小坐月华光。多烹苦茗清诗思，好对冰壶洗俗肠。漫说前身人是玉，依然故我鬓如霜。关心惟有年丰乐，拟向姮娥祝降康。
登红毛城	曾源昌	巨海水奔流，安平镇最要。斯地古荷兰，砖城筑何巧。暮角声清凄，震天万叠炮。自夸不拔基，伊谁敢与较。讵知郑氏藩，剑芒日边耀。吞并气正雄，干坤庆再造。割据三十年，舳舻城下绕。门户键澎湖，台彝奉伪诏。无何振王师，海氛倏已扫。扬帆穷绝域，波臣乐前导。皇恩何汪濊，残黎遍慰劳。酋长纳款多，诸社齐欢笑。今我渡江来，城高恣凭眺。层层磴纡回，霭霭云笼罩。洁井泉犹甘，地洞路仍拗。墙宇嗟倾颓，库藏怜破耗。庭角黑沙堆，榈头残月照。忽听潮声喧，西风晚狂叫。鲲身七点浮，戍卒严水道。羽旗巡残堞，鼓鼙无乱噪。爱此清晏时，游情随处好。
法华寺	曾源昌	路转幽篁里，逶迤匝浅苔。莿桐将合抱，香檨未成胎。楼耸悬钟鼓，庭荒辟草莱。烧檀飘户外，啼鸟傍林隈。离德昭金殿，禅心悟劫灰。虽多收败叶，渐欲变枯荄。观射亭犹在，息机人未回。无心溪水去，有意野云来。残蕊风轻剪，寒炉火欲煤。村烟空处渡，野色望中开。谁展挥毫手，同倾瀹茗杯。犹迟辞丈室，相顾两无猜。
陈和斋出入敬惜字纸率此敬跋	曾浚成	早识书文代结绳，流传千古气熏蒸。零钩讵忍沟涂弃，剩画奚堪溷浊凝。悉付洪炉归造化，更投学海泛泓澄。如君布置心良苦，先圣英灵久式凭。
题赠和斋甲戌（1814）年董建中社奎楼	曾浚成	衡文大宪素遵神，海外奎楼拟聿新。同事诸贤多袖手，惟君应命独劳身。鸠金构得规模峻，制器图成俎豆陈。自是瀛堧罗斗宿，长教翰墨永生春。
准提寺创建已百余载供奉准提佛母并诸神佛为比丘尼住持焉后尼死失及星散阒其无人香火萧条只存前后二殿虽有北畔店屋作本寺香资然亦典质人家矣而寺宇坍塌炉冷烟消偶至其地令人生寥落之感嘉庆十三年（1808）增生陈廷瑜等倡议重兴次年即捐资赎回北畔店屋修葺前后两傍寺宇暨所倒坏店屋斋舍香火始复迨二十二年（1817）再小葺户牖瓦甍佛座神居颇称安稳二十五年（1820）复捐资重修各殿堂妆塑佛像修置神龛补造器物又复灿然可观焉呜呼寺观盛衰关乎气运惟赖善信君子敦行不怠维持调护以兴衰而振废自兹以往将见香烟禾奄灯彩辉煌较前尤盛焉因作诗以	曾浚成	一片真诚卫佛门，几番首倡葺秪园。浮屠七级思功德，自觉芳名万古存。
赞和斋陈先生总理引心书院十三年	曾浚成	引心院建十三年，惟日孜孜为劝贤。讲席宏开陶伟器，文坛结构选青钱。群材喜得登云路，主席欣看八月仙。艺苑书勋名可久，歌诗祝颂乐无边。
庚辰（1820）岁来郡考试闲步引心书院诣文昌寂凝坛及准提寺吕祖庙见其栋宇坚牢门屏巩固规形体制迥异昔时询诸守院人稔知陈君廷瑜勤劳董修从事十三年不厌不倦方得遹观厥成余闻而心慕之不揣鄙词歌以为赠	曾浚成	三教回环气运开，文坛佛座接仙台。凭依在德昭灵感，蕴藉为功达化裁。慧眼时观龙轴降，灵符画引鹤书来。百年故址今殊昔，董倡奇勋实伟哉。
鹿港飞帆	曾秀	一声欸乃碧天空，彩鷁飞飞挂锦蓬。千里春波千里月，满帆秋雨满帆风。潮生潮落微茫际，舟吐舟藏杳蔼中。笑看舳舻争利涉，开船齐唱大江东。
题吴藟畦先生春江载酒图	曾维桢	鹭水曲复曲，春来波泛绿。螺髻郁浓青，微茫射朝旭。沿岸柳毵毵，夭桃红绽玉。指点翠微间，岩壑如新沐。谁家书昼船，欸乃声断续。载酒并携柑，浩歌振林木。地远清且幽，兴移无拘束。我闻贺季真，镜湖擅芳躅。习氏高阳池，小筑岘山麓。先生大雅人，望古遥追逐。壮岁即挂冠，蜡屐当雕毂。愧我未识韩，交臂失良觌。舍人君家嗣，珥笔近天禄。为言旧亭台，遗植多芬馥。妙手李将军，绘事殊古穆。境澹云悠悠，天高风谡谡。披图为黯然，鬓眉宛在目。
海中观日出	朱仕玠	我生守蓬蒿，寸步困逼仄。忽成沧海游，捩眼恣天色。坤舆漾空虚，洪河洵涓滴。扶桑浇悬根，滇眄知不隔。夜半天鸡鸣，霞烧半海赤。绛阙烂温汾，三山下临逼。掉头顾平地，夜气正黝黑。良久火轮出，游氛渐开辟。燋劳念冯生，始觇东方白。安知金鸦辉，早射昆仑脊。
海中见澎湖岛以无风不能至	朱仕玠	五日叹羁迟，六日漩尤静。意轻溟涨阔，目炫阳乌烱。飞廉谢冰夷，逃窜深戢影。穹苍虚相涵，一气同溟涬。乌鲨狎澹濧，拨剌时一逞。舵移昧远近，寸碧出俄顷，安辨根虚无，常虞失女展奵。气蹻未可乘，临空殊耿耿。
澎湖	朱仕玠	澎湖一穷岛，外海称险隘。东南控制静，内地安栖息。山童草木荒，潮涸盐卤塞。地舄不宜稼，耙犁安所力。波涛狎床帏，蛟鼍轻蜥蝪。肆其虓阚性，溟涨犹逼仄。粟米自东来，未能饱饥膈。修鳞与团介，炰脍无不得。天兵昔东下，万艘暍荷戟。神畀将军泉，至今喷湢仄。东临望台疆，时见山尻脊。西飚会有期，便挂如云席。
由黑水沟夜泛小洋	朱仕玠	舟过黑水沟，舵工颜如墨。畏惊骊龙睡，樯橹快掀击。回瞻黑奔浑，弱胆尚余惕。行旆飒飘扬，帆张迅弩激。便堪瀛壶游，却恐银潢逼。夜久风更怒，崩涛恣漰湱。何得万鼓角，号呶哄深黑。苍茫神鬼集，哀伤天地窄。始知潜鳞介，噞喁伸腷臆。兹行固留滞，肝肠已结塞。宵征太苍黄，履险更迷适。谁能鞭羲车，光展阳乌翼。
鹿耳门	朱仕玠	精卫衔石填洪涛，羽毛秃尽波仍高。至今砧崿剩遗迹，潜藏海底相周遭。戈矛咫尺銛争向，脱舵失凭心胆丧。崩腾陡觉眼光迷，造次顿许蛟鼍葬。忆昔天兵动地来，潮添十丈千艘开。鲸鲵鏖战窟宅净，孽血雨洒腥风霾。有道由来四裔守，地险重扃复何有。登崖张燕对沧溟，浮天潋滟临樽酒。
鹿耳门潮声	朱仕玠	大荒地险尽尧封，想见天兵克伪墉。故垒迄今盈百室，寒潮依旧卷千重。余波南汇暹罗水，细沫东嘘日本峰。怪煞舳舻争利涉，长年来往狎鸥踪。
七鲲身	朱仕玠	台疆肖弯弩，千里射潮汐。鲲身劈半环，小曲百里窄。团束内河流，明镜安台脊。少女逞狡狯，撼动天光碧。气连沧海昏，险自洪荒画。修鳞欲来游，骯脏鬐阻格。内河望鲲身，隐隐凸浮碛。朅来勿押侮，下逼蛟龙腋。
鲲身渔火	朱仕玠	兹地曾经百六遭，时清渔火遍轻艘。屡探蛟蜃盘涡恶，那惧鼋鼍驾浪高。风定荧荧依古戍，宵分点点映寒涛。往来慵问乘除事，燃竹无心羡尔曹。
内河	朱仕玠	出险泊内河，回覕犹余恐。幸逃灭顶凶，敢夸投璧勇。内河亦海流，夷险差安悚。波深不盈寻，悬晖漾清溶。窄爱舴艋轻，宽辞市舶耸。潮回卤地涸，舟小邱山重。陆行迅摧涛，百口号呼汹。鸨鷁倏骇散，鲲鲕怖群踊。力疲挠寸进，艰胜登秦陇。森森认城郭，历历分畦垄。兹行饱艰虞，快听啼寒蛬。西风飒毛鬓，秋霜惊种种。
台湾府	朱仕玠	海中望台山，山形倏明灭。合沓乘风潮，闯然临巀嶭。自从凿混沌，狉獉狎噬囓。安知万祀后，冠裳俨森列。南北千里余，竹木青轇輵。相传鸡笼阴，犹有太古雪。海流日砰訇，海巘长屼山齿。野鹤适何来，拚飞恣寥泬。
安平镇	朱仕玠	重镇压瀛壖，周遭树营栅。东回瞻府治，十里惊湍隔。仡仡番子城，荷兰旧擘画。兴朝声教阔，外海恣开辟。维天生五材，并用敢离逿。设帅制狡犷，心输由吭搤。大阅当严冬，千艘壅潮窄。皂纛咽笳鼓，摩动闪云隙。令传齐三呼，狂趡汹涛黑。仿髴遌鲸鲵，森森斗鋋戟。誓将髑髅鏖，肯惜腰膂磔。渊客窜污淤，海童韬踪迹。张幕简趫材，僄狡迅鸇击。将军粲然笑，磊落赉金帛。颓阳入蒙泛，余霞烂西赤。饮至动铙歌，沧溟夜寥阒。
赤嵌城	朱仕玠	诸番昔陆居，渔海餍腥食。红夷诓牛皮，城筑诛茅塞。驱逐骇禽兽，挺走窜屴崱。埤堄抗虹霓，咸池瞰浴赤。潮生惊隆颓，飓作占氛黑。想当缔造初，恋腐恣鸱吓。宁识圣人出，千里沟涂斥。费岂吝垣墉，众心森削壁。黑齿日襁负，纵横闾閈迹。嘓辘唱番谣，湛湛高穹碧。
澄台观海	朱仕玠	海上栖迟及早秋，登台骋望思悠悠。常虞雷雨从空下，始信干坤镇日浮。湠漫由来围赤嵌，苍茫何处问舟邱。乘槎便欲从兹去，凭占星文入斗牛。
宜亭，二首之一	朱仕玠	坐镇诸番静，孤亭惬所宜。海光摇画戟，竹影漾浮卮。魏阙长膺恋，林泉偶系思。风谣凭贡上，宁减白狼诗。
宜亭，二首之二	朱仕玠	记厌承明值，来东已六年。英髦时接席，宗室固多贤。水槛朝垂钓，风亭午擘笺。槟榔皆手植，父老重流连。
癸未（1763）岁秋八月公俸满西渡予作五古一篇上之【朝天台】	朱仕玠	于越古奥区，千岩竞苍翠，郁烝干青冥，光涵瑚琏器。大雅溯根原，寔为名家裔。贯穿七略书，摛藻春葩丽。廿年官刑曹，时切平允志。持议无敢挠，屹若山岳锐。每岁上谳书，屡荷天颜霁。曰兹大小狱，是臣称职司。遂令天下民，咸受协中治。继命守瓯闽，清霜肃瘴疠。量移沧海东，经纶出腹笥。欲颂驺虞仁，弥厉鹰鸇鸷。化裁葛亮严，神明郑侨惠。听断胜燃犀，魑魅潜逋避。浩荡千里间，卧狗足生毳。黠胥无完裾，憔悴涕濡鼻。民番轻丰收，狼藉攒遗穟。制府释焦劳，永无东顾累。兹将航溟涨，筮日整行骑。煌煌贤能名，早已御屏记。恐留官神京，轩车难再至。斯须乞居停，慰我民番思。
登朝天台	朱仕玠	泱漭接虚无，台空瞰四隅。乍惊寒浪涌，惟见片云孤。拙宦东溟远，怀乡西日徂。不堪华鬓发，漂泊叹穷儒。
五烈墓，二首之一	朱仕玠	百年荒冢在，宁比玉钩斜。漫堕三春泪，惊摧五朵花。瘴乡空葬骨，绝海竟无家。应化虞兮草，临风共怨嗟。
五烈墓，二首之二	朱仕玠	遥念丛蒿地，王孙烈骨凭。未能依竹沪，犹胜望西陵。仿髴青螭驾，依稀赤豹乘。佩璫纷侍从，愁雾夜长凝。
鲫鱼潭	朱仕玠	府东万丈潭，水族纷窟宅。百泓沸重幽，胆破下临黑。连峰亘东回，环照崨嶫色。戢戢穿薲苽，潎潎弄浟湙。气各挟波涛，隐忍困逼仄。伪郑饕口腹，银鳞出泼剌。脍下金丝盘，细听霜刀騞。自从罢施罛，长时剑空碧。勿轻鬐鬣微，溟涨迫胁腋。会当雷雨交，腾踔安可测。
暗洋	朱仕玠	海客传逸事，令我再三叹。有岛绝居民，花浓竹欹乱。红彝拿舟来，留种置行馆。再至烛遗书，堕泪浩如霰。怆伤人代促，黝黑岁序半。羲车厌修辔，暑退快脱绊。安知秋阳辉，长此冬夜漫。山魈恣彳亍，魍魉互窥瞷。大荒固多异，两仪无更换。谁能凿空虚，启闭作昏旦。甚类烛龙诬，何减诺皋谩。空堂夜杳阒，泱漭望河汉。
凤山春雨【凤岫春雨】	朱仕玠	凤山南望海天遥，春至空蒙暮复朝。气动蛟龙初起蛰，声催螺蚌尽乘潮。潇潇余响纷传幄，淰淰轻寒镇入宵。羇旅有情谁遣此，短檠相对伴萧寥。
半屏山	朱仕玠	兹山名肖形，屈膝裂半曲。造物憎美尽，吝此黛色足。自昔蕴精灵，警火鸣逸躅。猎徒欲罝捕，奇兽宁国育。新曦相照耀，时霔深栉沐。哀猿啼一声，蕨迸万茎绿。
半屏山夕照【翠屏夕照】	朱仕玠	屏山突兀映高空，树色山光入望中。一抹寒云开夕照，千竿疏竹动秋风。牛羊点点归茅巷，鸟雀啾啾下枳丛。欲倩郭熙无处写，纶巾相对意何穷。
登龟山忆家	朱仕玠	怒石势欲落，哀狖啼啾啾。攀援无尺土，寸步犹淹留。槎丫千章木，终古闻飕飀。阳乌避荟蔚，六月思重裘。升高瞰巨浸，端倪洵难求。洪涛蘸云霓，湠漫不可收。缅渺望乡邑，西接昆仑邱。王母竟何许，玄圃空悠悠。想像扶桑枝，垂椹光十洲。安能驭鸾鹄，饱啖销羇忧。
琅娇听潮【琅王乔潮声】	朱仕玠	欲向三山访巨鳌，琅娇岛外雪翻涛。何当一夜寒声壮，正值千崖秋气高。屡讶冯夷来击鼓，底须董女丁鸣璈。年来局蹐辕驹似，欲仗余波洗郁陶。
淡溪月夜【淡溪秋月】	朱仕玠	一片冰轮海上生，淡溪流水寂无声。长悬碧落何曾异，每到秋期分外清。浅渚惟闻寒蚓吊，疏林时有夜乌惊。国传龙伯知何处，便欲垂纶趁月明。
打鼓山	朱仕玠	鼓山邑右辅，百里见尻骨。狰状类孤罴，修脚踏涨渤。兹地萃舟航，宄黠时出没。道干昔败衂，袽船渍番血。谁为覼缕传，毋乃涉荒忽。森森朴禾敕材，营伍樵苏窟。代期三年瓜，口粮随月拨。猛性阚虎哮，赖此朝夕活。居民慑乳羊，腰镰不敢越。将军巡哨堡，清笳暮幽咽。
万丹港【丹渡晴帆】	朱仕玠	万丹港水半篙寒，绝爱蒲帆一幅宽。向夕依依浮极浦，凌晨叶叶下前滩。青鱼大上时随影，白鸟低飞屡拂翰。来往行人频唤渡，沙头长是驻征鞍。
冈山顶有螺蚌蛎房遗壳甚伙赋之【大冈山】	朱仕玠	冈山三百仞，云压吐油油。蚌螺辞洪涛，陆死昧所由。蒙鸿溯开辟，万川壅倒流。嶔崟堕汩没，漱激重泉幽。吞舟如山鲸，突兀时来游。戴壳亦狡愤，弄潮镇淹留。波穷忽足层蹬，呀呷失所求。含浆恋污淤，涎壁成拘囚。安知十万代，坏涸茀青畴。委形埋瘴疠，攒集虫蚁搜。樵苏惊磊砢，舌挢不得收。乘除自古然，天地终悠悠。
冈山树色	朱仕玠	海边岛树自敷荣，根浸沧溟荫愈清。高干排云涵蜃气，疏枝漏月送猿声。寔殊华夏何曾见，种别图经不解名。极目遥天青未了，长年迢递送人行。
初至凤山即访小琉球所在以海道险阻不能至【小琉球】	朱仕玠	黄石东行平海卫，浪蘸虹霓湿修曳。天清时见小琉球，一点青螺漾空际。舟行万里随天风，探奇默祷蛟螭宫。便邀海若相感动，波攒叠巘青摩空。安知琉球何者是，转瞬阴云迷尺咫。到官两日席未暖，欲践层峦恣双眼。风颠浪吼冰夷怒，即恐灵鳌倏移去。咄哉神閟焉可窥，倚天猿啸无穷期。
