<begin>	1	人事类
41	鹘	老拳 英气 金头 星眼 摩天 高飞 翱翔 出没云烟 一点青霄 星眸随狡兔 玉颈 剑翎 横海 远举 奋迅 往来浦溆 千声碧落中 霜爪落飞鸿
42	笼中鸟	拘束 能言 饮啄 欲出 却把雄飞意 虽丰排肉食 盘促心休倦 寂寞虞人怨 盘旋 可爱 悲鸣 思归 翻为冷闲愁 终负搏云心 飞腾羽已成 悲号稚子窥
43	鹧鸪	斑衣 啼晓 翠羽 锦翼 成群 晴飞 湘纹 傍山 锦羽 报晴 紫毛 圆文 作对 暖戏 锦色 依竹 春山 春霄 云林 随阳 暮雨 南向 好洁 惊客眼 深处宿 秋日晚 江南江北 晓树 晓月 烟树 逐月 残晖 中留 蔽身 感人心 静中啼 寒月低 春后春前 懊恼释家 真珠点臆 向日而飞 罗曾解放 青草湖边 黄茅冈头 秦人歌作曲 古庙啼残月 钩輈格磔 赤浪缠身 畏霜不出 郑有诗题 黄陵庙 苦竹林下 越女画为衣 长村叫落晖 野花眠楚岸 连祛浪纹翠 芳草落蛮溪 点臆雪花圆
44	鸥	忘机 随潮 泛渚 出没 同盟 霜衣 滩头 弯浦 来往 春岸 晴戏水 随水戏 得趣 没水 漏沙 飞翔 久狎 玉羽 波上 芳洲 浮沉 晚潮 晚眠沙 傍沙眠 红蓼岸 冲平碧 相亲相近 滩畔捕鱼 碧海舍人 出没沧波 却思翻玉羽 得意游烟渚 碧波秋 拂浅青 自没自浮 溪边栖日 沧洲闲客 往来幽渚 随意点春苗 忘机伴钓舟
45	鹰	雄姿 击鸟 金眸 老拳 掣革冓 决云 剑翮 利爪 攫狐 星转 皂翎 猛气 制鹏 玉爪 刚翮 撄兔 掣电 钩爪 健翰 打兔 剑磨 铁翮 肃肃 耸身 六翮 春化 身如电 尚父扬 钟山生 逐鸟雀 双眸快 一点入云 腾腾 逸气 双骨 鸠为 爪胜刀 郅都号 代地产 截鹄鸾 两翅轻 三声掠地 霜诛千里静 搏兔金眸爽 健毛欺雨雪 狡兔方摧瞻 晚觉腾飞力 须信搏风疾 云翥一天秋 凌空玉爪高 刚爪利锋鋩 妖狐已振喉 秋分抟击功 堪怜遂兔忙
46	鹭鸶	充庭 霜衣 值羽 戏渚 顶丝 晒日 眠沙 莎江 洁白 翘足 浴水 孤飞 簉羽 雪鬓 联拳 栖烟 襟雪 窥鱼 立雨 蓼岸 清闲 举头 冲风 双立 带丝 一行 绿萍 行浅水 荷香 不食茄 并语双翁 闲立春塘 青草湖边 风格孤高 属玉 孤影 红蓼 觅鲜鳞 柳影中 非吞鲤 烧香道士 静眠寒苇 白莲堂上 性情闲淡 雪里佳人 顶上长毫 数枝红蓼伴 并欲开霜羽 脚高翘绿玉 梳翎当静岸 风前公子 沙中弱羽 一片白云孤 群飞展雪翎 颈细曲银钩 缩项立幽池
47	鹦鹉	丹嘴 绿衣 巧语 鹄峙 翠衿 红嘴 多机 鸿骞 玉锁 陇树 学人 美质 绿襟 玉羽 翠毛 诵金经 杜甫诗 祢衡赋 美人金剪 金笼 秦楼 识主 奇姿 红臆 雪翎 金目 乱玉局 谢庄赋 禹锡诗 君子瑶轩 聪明忆别 红有桃花 舌何须断 雕笼悲敛翅 情通应识主 慧利争怜 白如玉雪 背且依摩 画阁岂关心 性慧自能言
48	鸾	容裔裔 女状山 沃野歌 枢星得 胶续弦 神灵精气 集车唱和 闻歌蹈节 音锵锵 罽宾国 氐羌献 天下宁 血成药 贤举嘉祥 闻乐徘徊 照影哀鸣
<end>	23
<begin>	24	宫室类
1	山居	石林 树阴 山禽 白石 清泉 石径 竹径 野猿 水禽 地僻 茅屋 山色 溪友 苍松 翠柏 松竹 柴门 山鸟 山果 人稀 云气 啼猿 草堂 林亭 野鹿 猿叫 竹阴 移竹 云山 紫芝 花香 林泉 涧花 泉声 宿鸟 松牖 草阁 山鸡 鹿眠 云影 流泉 笋蕨 青草 松景 笔砚 溪鸟 鱼鸢 山容 石壁 野露 荆树 瀑布 紫蕨 风虎啸 烧红叶 泉脉细 松根石溜 麋鹿 花气 茅檐 山花 橘林 溪云 绿蓑 露禽栖 扫绿苔 药苗肥 屋上山云 岚气入窗 开户野云 山光入画 渥缨青涧曲 池浅还容月 松萝无限好 山虚风落石 瀑声落枕 卷帘山月 月色堪吟 倚杖白云乡 山高不碍云 花竹不胜幽 楼静月侵门 茶鼎和烟煮 松号无调曲 芝田待雨耕 石漱不弦琴
2	山亭	休休 翠壁 面面 朱阑 排云 崩石 卷帘 枕石 户牖 鸟声 松窗 竹径 野草 松阴 怪石 野藤 岚气 歌树 飞云 落日 凭阑 峰峦 山色 石榻 松林 林花 花片 残阴 山鸟 瀑声 琴书润 四檐风 依峻岭 出岫好云 阶前山色润 排闼千峰入 野茅骈锦绣 檐楹青嶂外 枕簟香 千障月 踏高岩 背人山鸟 窗外鸟声清 凭高四壁无 林籁奏笙竽 栏槛紫微中 明朗千岩月 松柏月中老 清虚四座风 猿猴天外啼
3	山城	千里 奇峰 林峦 连峰 城门 鸦噪 九重 粉堞 城郭 接汉 烟磴 人归 楼台 萋萋草带 埋没秦台 苍崖红壁 城僻门开晚 巢云连粉堞 风雨悬秋夜 处处青烟起 松柏 爝爝苔封 荒凉汉垒 古堞空壕 山高日下迟 积雪峙银山 云烟锁暮天 家家白酒香 市小随鸦散 人归被酒行
4	山家	种竹 草径 幽鸟 猿啼 竹密 柴扇 移花 石崖 野猿 鸥集 花疏 竹舍 险径 木古 莺啭 竹月 松根 远岸 幽谷 猿悬木 竹侵局 柴门深傍竹 篆叶虫留字 高崖 泉幽 鹿鸣 松风 竹笋 空山 茂林 鹤步堂 花落琴床 茅屋险依岩 衔泥燕理巢 门静石为障 养猿秋啸月 就泉为碓屋 卷帘通燕子 屋疏茅送月 地闲苔作衣 放鹤夜栖松 累石作书龛 织竹护鸡孙 壁密荻分霜
5	山阁	凿石 小桥 幽檐 草径 跨壑 轩槛 猿吟 依草 当面月 云扉冷 竹树来今古 凌虚 危槛 野径 幽檐 凌霄 松杉 鸟噪 近林 四檐风 石磴危 丹青半有无 地险人难至 窗列远峰翠 山远莺藏谷 檐虚月早来 砌临芳草烟 檐虚燕垒巢
6	方丈	慈室 坛林 斋钵 圆觉 食罢 三乘 挥尘处 大千界 佛面金销暗 慧门 精宇 佛灯 维摩 茶烹 十笏 散花时 不二门 僧眉雪点斑 池暗龟出曝 地荒苔渍壁 鸟道蟠晴雪 松暮鹤飞回 人静石蒸云 鲸声随夕曛
7	月台	良夜 拔地 桂花 雅宴 登临 幽人 清宵 皓彩 如画 中秋赏 夜清蝉光满 清辉 侵云 蟾影 仰观 观赏 骚客 胜景 清光 无云 午夜登 更深兔影低 野渡波摇月 停杯延桂影 清辉周垒土 空城雨翳钟 举手揖嫦娥 皓彩满层阶
8	水亭	孤岛 鱼龙 水轩 绿窗 隔岸 波光 萍色 红莲 苔青 绿遶 芙蓉 菡萏 荷花 平栏 鸥鹭 草岸 红芰 倚阑 浦影 苔痕 翠柳 萍嫩 翠环 杨柳 蜻蜓 柳月 树头 观荷 暑退 冷浸 鸳鸯戏 濯明月 花光润 晴波浮席 四围清浪匝 满阑红芰影 池面 避暑 凉生 寒澄 枕簟凉 枕寒流 木气凉 晓浪上帘 一面画桥横 四野绿杨阴 草色侵阶翠 水纹浮枕簟 风动荷摇扇 红尘飞不到 月映林塘淡 波光照座寒 瓦影阴龟鱼 萍开草掷金 白鸟解相宜 风涵笑语香
9	水阁	江渚 滩头 碧浪 光映 翠色 轩槛 浪影 曲岸 贪看水 清可掬 吹酷暑 白鸟长浮 仰观天汉 清流 影涵 浮光 波涛 波光 映池 怕遮山 冷无痕 涤尘襟 红尘不到 俯视波涛 吟眸广阔 檐驻彩云 数杵秋声 皓月中流见 檐影随波动 隐几对寒碧 檐楹澄碧浪 诗思沉浮 江迷芳草 一帆暝色 清风四面来 栏杆照水横 当窗俯浅清 轩槛枕清流
10	古冢	潜闼 石椁 朱雀 千载 寂寞 荆榛 岁月 苔藓 羡门 玉鱼 黄泉 一邱 萧条 风雨 古今 狐狸 白杨 古道 断碑 破冢 凄凉 华表 刍狗 窀穸 牛眠 长夜 鬼哭 玄宇 苔痕翠 黄壤 荒城 枯树 残碑 冷落 石台 石麟 松楸 马鬣 悲风 鸟啼 佳城 草色青 埋根骨 藏春草 淡烟疏雨 石麟埋没 荒烟野蔓 树高惟有土 清霭千峰瞑 养松无鹿触 结阴愁 对暮云 啼鸟落花 铜雀荒凉 走磷飞萤 柏老不知年 凄风万古愁 助祭有乌驯 断碑秋草渍 皎月东方陨 古木夜风号 长松夜壑枯
11	古庙	壁破 荒庙 万古 有雀 遗像 苔壁 荒祠 冷落 垣颓 断碑 千年 无人 古碑 蛛丝 古木 凋零 丹青落 碑横砌 苔壁暗 屋破香烟湿 一时遗像在 庙貌丹青古 石柱龙蛇绕 古殿今犹在 鬼神哀 雀啄蛇 瓦炉空 庭空日脚斜 千载古祠存 威名岁月深 云楼彩翠销 庭空草自青 风筝吹玉柱 露井冻银床
12	田家	春畦 插秧 园林 夏垄 操茧 篱巷 获稻 击壤 荷锄 鼓腹 鸣犬 竹溪 山田 汉麦 蚕箔 茅舍 牛饱 社酒 荒径 玉醅 筑场 含哺 带犊 杖藜 卧牛 林坞 村舍 吴蚕 鸡埘 柴门 鸡鸣 村歌 空场 香稻 仓箱 赛社 村家 黍苗 犁锄 桑麻 牛羊 雪稻 桑重绿 春雨歇 桑麻地 稻登场 徭役 输官 市井 桑叶 蓑笠 耕织 鸡犬 云桑 稻正青 杏花繁 碌轴场 桑环舍 林外鸣鸠 庭空堆谷黍 雨多庭果烂 枫林社日鼓 呼童催放犊 茧成堆白雪 迎春犁瘦地 屋头映日 地隙植桑麻 稻熟渚禽肥 茅屋午时鸡 留客待烹茶 麦秀卧黄云 趁晚喂嬴牛
13	寺	三剎 七重 下界 名剎 凈界 宝地 精舍 珍楼 宝阁 沙界 灵峰 凈上 缁庐 兰若 卓锡 白马 上方 化城 祇园 金田 梵宫 宝屋 花龛 龙宫 玄寺 招提 绀宇 曹溪 布金 青鸳 煮茗 粥鱼 禅房 古壁 佛阁 讲殿 精蓝 石室 烟霞 云间 竹阁 飞楼 宝树 猿鹤 参禅 斋鼓 丈室 行廊 经楼 禅堂 佛像 云龛 云水 木杪 松阴 朝鼓 云华 竹松 幽堂 咒钵 香成雨 夜堂鸣竹雨 巢鹤和钟泪 绝顶登临日 景散天花雨 苔藓山门古 高阁 经坛 福有田 春院落花风 诗僧倚锡吟 长林笑傲时 声传贝叶经 丹青佛殿空 山光悦鸟性 铎声青霭外 潭影空人心 塔影乱松间
14	戍楼	百尺 塞上 孤城 旌旗 故垒 隐隐 吹笳 枕戈 危阑 娑勒渡 明月夜 筹笔驿 数层 云边 落日 刁斗 空城 亭亭 倚剑 吹角 曲槛 受降城 白云天 勒铭山 鸣秋草 永夜角声 壁垒依寒草 倚槛闻刁斗 战士思家处 战马穷年汗 孤城旗闭日 起暮云 中天月色 旌旗动夕阳 临风认旆旌 征人堕泪边 胡沙六月寒 荒垒笛悲风 落日三边暮 寒烟一望平
15	江亭	别洲 绝岛 浮萍 蜻蜓 浩漾 潇洒 碎萍 沙鸥 平野 中波 野艇 鸂鶒 空凉 微茫 残雨 烟树 临流 水气 萍开 水纹 长吟 清江 开轩 干坤 指顾 苔花 岸上 沙鸥没 天风急 隔岸 波光 沙暖 瓦影 野望 白鸟 倚槛 风月 吟哦 荷柄 水中 烟树平 鱼浪低 浮枕簟 江树临洲晚 浴凫含藻戏 鸟归沙有迹 俯窥真凈绿 白沙留月色 疏苇先寒折 映帘笼 沙禽对水寒 惊鹭带鱼飞 帆过浪无痕 小立伫幽香 绿竹助秋声 残红带夕收 晴虹桥影出 秋雁橧声来
16	江城	气蒸 水国 连云 楼台 拍岸 江月 波撼 江楼 近水 波浪 遶城 风烟 沙鸟 天光 含细雨 谢眺诗中 水声驰万马 碧波光掩映 楚设关城险 绿涨他山雨 江花 波色 卷平沙 夫差传 桥影跃双虹 粉蝶晓峥嵘 吴吞水府宽 青浮近市烟 鳞依渔户舍 地控吴襟带 驿道青枫外 绮错稻田沟 才先汉缙绅 人烟绿屿间
17	江楼	水色 潮声 岸边 临岸 避暑 耸汉 琴书润 阑干曲 云涛动 素练千寻 四壁烟波 云连海气 楼上 瞰流 纳凉 临流 枕簟凉 野渡头 物色陈 青罗一带 上千霄汉 风带潮声 光摇青雀舫 百尺齐霄汉 水映高低瓦 谁邀谪仙到 波光明额篆 影落白鸥洲 千寻起浪花 帘辉上下钩 尚见酒星悬 柳色上帘钩
18	竹亭	清光 秀色 翠影 直节 落叶 十竿 满圃 黄芽 绿影 清声 清阴 虚心 鸣蜩 三径 数竿 翠叶 明月 独立 竹牖 风清 菊篱 无暑气 涵物象 松柏成三友 雨窗轻影密 低檐栽美竹 微风 孤吟 柴扇 月好 藤架 有清风 傲冰霜 烟霞卜四邻 一径远风清 横榻赋新诗 清宵明月照 酒有陶公爱 色侵书帙晚 白昼好风生 林希阮氏贤 阴过酒樽凉
19	竹轩	筛月 凉飙 暑去 清影 秀影 三径 摇风 晴影 凉生 寒声 清声 一帘 风枕 细声 细籁 夜窗 老干 冷翠 筛风 生枕簟 声初到枕 月镂无瑕玉 浩歌风满袖 月林 疏影 斜阳 晓径 新枝 萧森 扫月 入帘栊 影欲侵帘 风弹不调琴 长啸月当轩 谁开筵客径 俗客无因至 独高君子节 扫径迎三益 旧作读书堂 此君相对闲 长结岁寒盟 诗高傲五侯
20	村居	种茶 鸟噪 牛巷 稼穑 桑麻 荆花 鲁桑 种豆 牛背 莎径 池塘 夜织 灌稻 泉流 犬篱 耕耘 禾黍 榆荚 魏匏 负薪 钓矶 石池 场圃 晚春 蚕妇 租税 茅舍 园桑 红槿 花日 草径 花深 花坞 竹窗 田亩 窗寒 瘦石 牧儿 征徭 竹篱 陇麦 断藤 竹风 茅斋 燕巢 竹溪 草屋 农桑 屋老 苍藤 茅三架 田舍翁 鸦种麦 鸱芋肥 青黄绕屋 犬卧秋风 暖风春睡足 桑柞头绿 菜两畦 村落叟 雁知粳 虎瓜熟 紫白依栏 牛鸣春草 残雨晓耕忙 鸡豚屋角闲 禾堆深卧犬 万里桥西路 篱落水边静 纵横一川水 开筵面场圃 林杪忽闻鸡 百花潭北庄 锄犁村外忙 高下数家村 把酒话桑麻
21	京城	神州 作丰 赤县 营洛 九重 阆苑 神京 帝宅 京师 皇州 御沟 龙蟠 金殿 北极 禁路 轻烟 天威远 万雉 女 天府 王城 都会 帝里 辇路 虎踞 玉楼 中州 名园 佳气 国势尊 帝王州 山河壮 尧封禹甸 金马衣冠 百蛮入贡 天垂华盖近 地即帝王宅 楼台万国合 形胜地 观阁雄 汉苑唐都 铜驼箫鼓 四海朝元 月转紫垣来 山为龙虎盘 车马九街通 绝域梯航至 礼乐新王化 云开双阙丽 遐方玉帛盈 山川旧版图 柳映九衢新
22	官廨	紫闼 官寺 官舍 听断 重寄 燕享 号令 平明登紫闼 兵卫森画戟 竹藏公案 绿莎 公衙 彤闱 承宣 具瞻 宾仪 威仪 日晏下彤闱 燕寝凝清香 花间隐吏车 印在休通客 山晴好卷帘
23	林亭	涧底 小槛 落叶 白昼 竹影 苏径 逸兴 幽鸟 野风 翠影 庭前 危檐 飞花 青山 松声 茅槛 吟魂 野猿 山月 绿阴 傍岩 野草 竹坞 危檐 树色 风扫叶 松竹韵 闻雀噪 依林竹 弄竹清风 四围檐古木 依树 闲花 山窗 佳木 山光 鸟鸣枝 藤萝阴 乱蝉鸣 透树莺 挂松斜日 一径锁清风 蝉噪林愈静 乔木苍烟外 风声鸣戛玉 半空云咫尺 鸟鸣山更幽 孤亭落照间 月影碎铺金 百里境分明
24	松轩	绿阴 风雨 白鹤 蟠空 读书 诗书 清影 龙蛇 苍龙 映日 寻句 醉魂 密映 百尺 欹盖 碎影 山色 月筛凤影 苍龙腾屋角 欲符丁固梦 长恬高士隐 高蟠 数株 拥檐 繁声 仙风 风拂龙髯 翠盖拥窗前 故结谪仙巢 不必大夫封 夜静宜凉月 声清听琴瑟 浓阴浮几席 秋深称远风 势健讶龙蛇 清韵彻帘栊
25	亭	面面 短长 嵯峨 种竹 豁达 茅舍 柯亭 折柳 江山 凉月 花卉 劳劳 高下 深邃 栽松 清凉 兰亭 竹室 绝尘 松竹 澄泉 松风 云山 卷帘 小径 飞梦 潇洒 四围 阶砌 避暑 临湖 凿石 竹动 嫩柳 朱阑 风竹 开牖 虚檐 留题 清虚 一望 阑楹 看书 近路 开池 松移 修筠 石径 玉阶 碧瓦 山月 物华 栽竹 一轩 浮云 风树 临大麓 来醉眼 柳逢春色 五株柳下 藻井 朱帘 水声 诗思 种莎 四面 映日 池萍 暗长春 入吟魂 莲弄秋香 万里桥边 花木红盈槛 芳草和烟种 山远秋泉白 绿树为佳客 月透松窗爽 松摇千尺雨 楼台翠拂檐 修篁带雨移 溪寒晚照红 红蕉当美人 风生石径凉 竹撼一窗风
26	城	新岸 玄菟 百雉 崇中 粉蝶 九重 金墉 巨防 固国 临水 鼓角 保障 女 长云 芙蓉 千年 坚垒 黄云 万里 铁瓮 要津 守民 依山 楼台 浚隍 雉堞 不假贤侯杆 月落千家晓 封疆资保障 万里秦基固 飞云霭层阙 宁忧哲妇倾 霜凝百雉寒 社稷愿经营 千年汉垒坚 白日丽南隅
27	宣圣庙	曲阜 泗水 阙里 两楹 笾豆 众贤 礼器 衣冠 昌平 尼山 杏坛 百代 簠簋 群弟 先师 礼乐 宫 弦诵 堂殿 堂庑 嗟麟 鸿名垂不朽 春秋严大祀 五经环几席 德大千年祀 释奠 门 学宫 窗棂 叹凤 盛德播无穷 今古想遗音 十哲待衣冠 名高万世师 礼容观俎豆 乐韵听弦歌
28	客亭	邮亭 传舍 野花 行行 马蹄 垂泪 馹传 离亭 宫柳 送送 酒盏 着鞭 柳外 缆辔 红袖 把手 别意 人语 往来人 愁别泪 留行客 黄尘长短驿 孤灯然客梦 阶前 销魂 雕鞍 分袂 离情 马嘶 迎送地 忆乡心 送马蹄 浮世往来人 寒杵捣乡愁 断肠来去路 无人对幽景 销魂短长亭 尽日立西风
29	故宫	黍离 坏瓦 野鹿 断砖 古殿 何代 落花 腐草 凋残 空城 麦秀 颓垣 宫莺 残础 荒城 前王 啼鸟 垂杨 颓朽 古树 草蔓 绮罗尽 花寂寞 佳气歇 春寂寂 香辇绝 铜驼荆棘 树留黄叶 秦苑有花 香销 管弦哀 柳参差 故台空 雨斑斑 草烟深 辇路荒凉 碑长绿苔 汉陵无主 江山九秋后 古殿吴花草 辇路沉江暗 行人问宫阙 风月六朝余 深宫晋绮罗 宫朝野草香 耕者得珠玑
30	茅斋	竹影 素书 月色 纸帐 天欲曙 焚香守白 经史三千卷 梅香 清磬 书声 铜瓶 人愈曜 点易研朱 茅茨八九椽 枕簟入林僻 竹密风敲玉 桂藏秋色老 夜映孙康雪 茶瓜留客迟 檐疏月镂金 禽带夕阳归 朝披曼倩书
31	郊居	野客 芒屦 浇花 药蔓 疏篱 林深 村路 鸡鸣 幽人 松冠 种竹 芦花 竹径 石瘦 野桥 樵唱 牛巷 桑叶 蚕妇 生涯 枳棘樊蔬圃 烟莎春钓静 买山凭野客 厨香炊豆角 绿树村边合 鸦村 禾黍 牧儿 活计 藤萝荫竹扉 雪屋夜棋深 觅竹到邻家 井臭落椿花 青山郭外斜
32	宫阙	曜华 瑞霭 金阙 重门 殿开 旗常 青琼 丹楹 万户 帝里 养德 祥烟 玉阶 深院 帘卷 环佩 彤墀 刻拱 千门 皇州 龙楼 宣室 虎踞 玉墀 剑佩 仙仗 上苑 长乐 四宝 五演 太乙 思子 离宫 凤阙 宸居 龙蟠 御炉 衣冠 宝舆 大明 太宁 五柞 六星 长杨 望仙 别馆 扶荔 九重禁 尧黄屋 色媚青门内 池塘春草路 旌旗暗闾阖 闾阖开黄道 听钟出长乐 阑池 十二楼 舜严廊 光摇紫陌头 楼阁暮云成 歌吹满昭阳 衣冠拜紫宸 传鼓到新昌 上林荣古树 太液泛新流
33	旅舍	往客 逆旅 旅舍 宾馆 野路 关山 旅思 客愁 羁寓 客思 止客 来住 迎宾 他乡 离魂 乡书 江村 风雨 羁情 乡梦 栖迟 乡心 留题 淹留 孤吟 孤灯 引恨 寂寞 夜雨 残灯 寒雁 萧索 天涯 解鞍 马嘶 晓行 寒毡 独酌 残月 添愁 萧条 秋风 落月 秋虫 荒凉 海角 驻马 鸡唱 暮宿 晚笛 古道 三更雨 冯驩铗 乡关梦 凄凉地 月千里 孤馆冷 秋鸿惊客梦 愁添连夜雨 寒灯 万里心 王粲楼 风雨愁 摇落天 天一涯 半窗明 夜雨感乡心 恨引遶村砧 异乡寒觉早 松窗横冷榻 草舍人千里 孤馆千愁贮 或国信来稀 雨壁挂空囊 茅檐屋数椽 幽房半枕闲
34	书窗	萤聚 月满 竹影 风声 残简 砚池 鸡谈 风虚 花阴 雪色 断编 书卷 轻纱 疏棂 雪映 如霜 试笔 夜灯 静坐草榻 穷经士子 小榻春风画 为花安壁上 薄纸 虚牖 月侵 似雪 题诗 朝日 看书短檐 折桂才人 疏棂夜月秋 和月到床前 松篁新瓮牖 纸开云母薄 编简旧牙签 绿染鸭头新
35	书斋	熏帷 松竹 孙户 颜巷 书几 石砚 蠹鱼 讲习 一鹿 雪案 马幄 林泉 杨区 韩窗 文房 牙签 鹳鹊 弦歌 三鱣 萤窗 青衿 灯火 闭户 几席 欹枕 书卷 青灯 鸡窗 凈几 经史 谈论 弦诵 窗牖 黄卷 简编 下帷 诗书 挑灯 琴声 白昼 夜雨 明窗 宾朋 讲究 义方 诗文 砚池 观经史 听秋雨 四时事业 万卷诗书 藜杖全吾道 得句邀新月 闭户无尘事 笔架 对圣贤 课夜书 千古文章 四围松竹 榴花养太和 披书挹彩霞 开缄见古人 堂邃春帷静 冠剑轻千里 往来无俗士 灯寒夜屋垂 琴书萃一堂 谈笑有鸿儒
36	轩	半檐 避暑 清风 凉生 团栾 灵阶 纳凉 永日 暑退 潇洒 双棂 傍水 坐卧对 朱户幕 醒醉梦 四面 临山 傍水开 碧阑干 爽诗魂
37	酒家	涤器 樽前 当炉 青旗 朱箔 芳樽 行客 轩窗 花外 市上 解貂 瓮下 折券 翠槛 青帘 酒旆 醉人 栏槛 柳边 樽中 饮客 金斝 华筵 野店 小桥 宴饮 风月 酩酊 三杯 杨柳岸 刘伶醉 花藏坞 游人 酒筵 醉客 山村 垂柳 登临 溪山 笑语 一醉 杏花村 李白眠 竹锁桥 杏繁村店远 百钱酬酩酊 神仙留玉佩 座上客常满 尘外黄公市 举杯邀皓月 杯盈浮太白 竹暗野桥横 四座竟喧哗 卿相解金鱼 樽中酒不空 云间李白楼 抱瓮对清风 樽小滴真珠
38	酒楼	纵酒 酒帘 倚阑 朱槛 街巷 会客 醉语 笙歌 歌声 宴饮 独上 百尺 玉榼 游人 增酣思 乐声沸 市廛 招宾 酣歌 鼓吹 乐韵 登临 满斟 一樽 金壶 醉客 豁醉眸 酒量宽 欢情快 朱箔迎风 情浓惟春酒 酣醺在云际 一簇笙歌市 青帘拂阑角 画栋登天峻 醉步危 青帘映日 脚倦怯登楼 笑语乐人间 半空灯月明 朱箔上帘钩 清樽得月光
39	第宅	一轩 高斋 甲第 广厦 三径 爽垲 乙帐 华榱 高堂 栋梁 翬飞 虹梁 一区 东轩 蓬户 何金 推友 垣 环堵 室百堵 红药院深 邃屋 轮舆 鸟跂 鸳瓦 四壁 西垫 桑枢 薛土 上亲 栋宇 班荆 厦千间 绿杨门掩 笙歌归院落 皎洁千年月 凉飙朝满袖 灯火下楼台 氛氲万户烟 皓月夜盈轩
40	贫居	悬磬 瓮牖 蜗舍 土床 桑枢 荜门 陋巷 佣书 蒲帘 牛衣 瓦釜 尘甑 圭窦 衡门 破牖 败衣 席门 虀盐 藜床月 蓬蒿一室 纸窗明觉晓 瓮枢无漏泽 庭空蛛自网 寒窗 破屋 环堵 尘土 土座烟 榆荚满庭 布被暖知春 圭窦绝飞尘 门静雀堪罗 冷蝉歌几席 径合元乡竹 饥鼠上琴书 门深仲蔚蒿
41	钓台	遗迹 两岸 石径 风月 烟外 垒石 清风 群鸥 松间 溪山 月中 枕流 芦苇 折苇 藓色 崔嵬 鹤发 吕望去时 一竿聊把握 巑岏波甚处 滩是垂纶处 烟波 荒烟 苔痕 重叠 羊裘 子陵归处 千里自崔嵬 潇洒月明中 星非犯座时 荒凉傍芦苇 埋没近风波
42	琴台	遗音 蔓草 明月 千古 清松 太古 旧曲 青苔 清风 四时 夜月 清虚 红杏 临眺 春色 风习习 孤鸾别鹤 清虚风习习 暮云空黯淡 高名传万古 野花留宝钿 苍松 浣花 午阴 月团团 流水高山 潇酒月沉沉 古迹竟萧条 遗迹亦千秋 蔓草见罗裙
43	闲居	下帘 静坐 书案 月庭 高卧 谈玄 砚池 雪屋 闭门 竹影 栽花 吟诗 醉吟 卧榻 竹轩 局 醉眠 竹斋 灌竹 导引 寂静 避俗 花香 种竹 饮酒 闲玩 枕琴 茅舍 药炉 吟步 茅屋 栽花 燕伸 清高 地僻 酌酒 细书 洗砚 明窗 鱼依藻 春卧稳 时抚剑 花开落 琴书鹤 书能度日 景幽 抚琴 浊酒 烹茶 古鼎 鹤避烟 夜冷多 夜看书 燕往来 风月梧 酒可忘忧 一轩风月 闲诵国风 僻巷新苔遍 不厌惟苍竹 流水竹三径 静干坤大 抱琴看鹤去 万卷诗书 静销心火 空庭弱柳垂 相亲只白鸥 清风琴一张 闲中日月长 枕石待云归 兴阑鸣鸟唤 坐久落花多
44	园亭	美竹 好花 苔砌 粉蝶 奇花 俊鸟 莲房 采鸳 禽语 秀草 草径 曲砌 佳景 闲观 荷香 秋月 漱石 波光 杨柳 芰荷 无暑 花光 名花 苔阶 危檐 新诗 静坐 竹影 春风 倚栏 芽色 酴醾 松竹 有风 波光 蛙吹 红菡萏 歌舞地 醉芍药 竹引携琴入 鸟归花影动 浦深鸂涑鸟戏 飞花随蝶舞 水色 莺簧 碧琉璃 绮罗人 荡芙蕖 花邀载酒过 鱼没浪痕圆 花暖鹧鸪眠 艳曲伴莺娇 侵阶梅影瘦 林迩穿篱笋 傍砌菊阴浓 藤漂落水花
45	塔	宝铎 风铃 冰虬 面面 玲珑 插云 突兀 金轮 云栋 金铎 层层 屈曲 倚汉 峥嵘 回梯 星灯 地高 崒嵂 风吹 虹千尺 晨铎响 高招碧落 日观千里远 铃声摇宝铎 绝顶 风铎 天近 虚空 日晃 玉一峰 夜灯浮 俯视红尘 身举九霄中 倒影落晴空 嵯峨千尺相 虚檐侵汉远 梯转如穿窟 万山江外尽 险峻十三层 危顶插云高 门开似出笼 一塔岭尖明
46	殿	宣政 九华 景福 麒麟 枫宸 廷英 百福 延休 鳷鹊 蔬圃 柏梁 金殿 仙掌 羯鼓 玉宇 玉勒 紫禁 玉堂 玉辇 帝里 壮丽 龙楼 轮奂 风陛 玉除 玉炉 凤箫 彤庭 金牌 清都 铜柱 珠帘 皇州 峥嵘 凤阁 灵光 朱雀 翡翠帘 凤凰楼 星初落 宫漏尽 黄金榜 九重日月 山河扶绣户 翠瓦鸳鸯折 黄龙 鸳鸯瓦 鳷鹊观 路未干 御香高 赤羽旗 百辟衣冠 日月近雕梁 珠帘翡翠垂 炉烟漆柳重 晓日明龙阁 太液天为水 不寝听金钥 宫漏出花迟 春风满凤城 蓬莱雪作山 因风想玉珂
